Instrument,Duration Minutes,Term
XAU/USD,625.0,Short Term (<1 Day)
XAU/USD,631.0,Short Term (<1 Day)
XAU/USD,631.0,Short Term (<1 Day)
XAU/USD,631.0,Short Term (<1 Day)
XAU/USD,631.0,Short Term (<1 Day)
XAU/USD,632.0,Short Term (<1 Day)
XAU/USD,632.0,Short Term (<1 Day)
XAU/USD,632.0,Short Term (<1 Day)
XAU/USD,632.0,Short Term (<1 Day)
XAU/USD,632.0,Short Term (<1 Day)
XAU/USD,648.0,Short Term (<1 Day)
XAU/USD,648.0,Short Term (<1 Day)
XAU/USD,648.0,Short Term (<1 Day)
XAU/USD,648.0,Short Term (<1 Day)
XAU/USD,650.0,Short Term (<1 Day)
XAU/USD,650.0,Short Term (<1 Day)
XAU/USD,650.0,Short Term (<1 Day)
XAU/USD,650.0,Short Term (<1 Day)
XAU/USD,679.0,Short Term (<1 Day)
XAU/USD,679.0,Short Term (<1 Day)
XAU/USD,689.0,Short Term (<1 Day)
XAU/USD,688.0,Short Term (<1 Day)
XAU/USD,688.0,Short Term (<1 Day)
XAU/USD,688.0,Short Term (<1 Day)
XAU/USD,501.0,Short Term (<1 Day)
XAU/USD,508.0,Short Term (<1 Day)
XAU/USD,508.0,Short Term (<1 Day)
XAU/USD,508.0,Short Term (<1 Day)
XAU/USD,510.0,Short Term (<1 Day)
XAU/USD,408.0,Short Term (<1 Day)
XAU/USD,420.0,Short Term (<1 Day)
XAU/USD,435.0,Short Term (<1 Day)
XAU/USD,434.0,Short Term (<1 Day)
XAU/USD,434.0,Short Term (<1 Day)
XAU/USD,434.0,Short Term (<1 Day)
XAU/USD,434.0,Short Term (<1 Day)
XAU/USD,434.0,Short Term (<1 Day)
XAU/USD,434.0,Short Term (<1 Day)
XAU/USD,434.0,Short Term (<1 Day)
XAU/USD,434.0,Short Term (<1 Day)
XAU/USD,276.0,Short Term (<1 Day)
XAU/USD,179.0,Short Term (<1 Day)
XAU/USD,179.0,Short Term (<1 Day)
XAU/USD,179.0,Short Term (<1 Day)
XAU/USD,171.0,Short Term (<1 Day)
XAU/USD,171.0,Short Term (<1 Day)
XAU/USD,169.0,Short Term (<1 Day)
XAU/USD,169.0,Short Term (<1 Day)
XAU/USD,157.0,Short Term (<1 Day)
XAU/USD,157.0,Short Term (<1 Day)
XAU/USD,144.0,Short Term (<1 Day)
XAU/USD,144.0,Short Term (<1 Day)
XAU/USD,133.0,Short Term (<1 Day)
XAU/USD,132.0,Short Term (<1 Day)
XAU/USD,123.0,Short Term (<1 Day)
XAU/USD,123.0,Short Term (<1 Day)
XAU/USD,117.0,Short Term (<1 Day)
XAU/USD,117.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,69.0,Short Term (<1 Day)
XAU/USD,69.0,Short Term (<1 Day)
XAU/USD,69.0,Short Term (<1 Day)
XAU/USD,69.0,Short Term (<1 Day)
XAU/USD,69.0,Short Term (<1 Day)
XAU/USD,18.0,Short Term (<1 Day)
XAU/USD,18.0,Short Term (<1 Day)
XAU/USD,2.0,Short Term (<1 Day)
XAU/USD,8.0,Short Term (<1 Day)
XAU/USD,8.0,Short Term (<1 Day)
XAU/USD,8.0,Short Term (<1 Day)
XAU/USD,8.0,Short Term (<1 Day)
XAU/USD,8.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,0.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,31.0,Short Term (<1 Day)
XAU/USD,31.0,Short Term (<1 Day)
XAU/USD,31.0,Short Term (<1 Day)
XAU/USD,62.0,Short Term (<1 Day)
XAU/USD,62.0,Short Term (<1 Day)
XAU/USD,62.0,Short Term (<1 Day)
XAU/USD,62.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,85.0,Short Term (<1 Day)
XAU/USD,123.0,Short Term (<1 Day)
XAU/USD,123.0,Short Term (<1 Day)
XAU/USD,3501.0,Long Term (>1 Day)
XAU/USD,3497.0,Long Term (>1 Day)
XAU/USD,3955.0,Long Term (>1 Day)
XAU/USD,3955.0,Long Term (>1 Day)
XAU/USD,3955.0,Long Term (>1 Day)
XAU/USD,3961.0,Long Term (>1 Day)
XAU/USD,3959.0,Long Term (>1 Day)
XAU/USD,3959.0,Long Term (>1 Day)
XAU/USD,3959.0,Long Term (>1 Day)
XAU/USD,3966.0,Long Term (>1 Day)
XAU/USD,3966.0,Long Term (>1 Day)
XAU/USD,3966.0,Long Term (>1 Day)
XAU/USD,3966.0,Long Term (>1 Day)
XAU/USD,3966.0,Long Term (>1 Day)
XAU/USD,3969.0,Long Term (>1 Day)
XAU/USD,3969.0,Long Term (>1 Day)
XAU/USD,3969.0,Long Term (>1 Day)
XAU/USD,3938.0,Long Term (>1 Day)
XAU/USD,3966.0,Long Term (>1 Day)
XAU/USD,3966.0,Long Term (>1 Day)
XAU/USD,3968.0,Long Term (>1 Day)
XAU/USD,3968.0,Long Term (>1 Day)
XAU/USD,3968.0,Long Term (>1 Day)
XAU/USD,3968.0,Long Term (>1 Day)
XAU/USD,3950.0,Long Term (>1 Day)
XAU/USD,3950.0,Long Term (>1 Day)
XAU/USD,3950.0,Long Term (>1 Day)
XAU/USD,3959.0,Long Term (>1 Day)
XAU/USD,3958.0,Long Term (>1 Day)
XAU/USD,3958.0,Long Term (>1 Day)
XAU/USD,3967.0,Long Term (>1 Day)
XAU/USD,3967.0,Long Term (>1 Day)
XAU/USD,4040.0,Long Term (>1 Day)
XAU/USD,4085.0,Long Term (>1 Day)
XAU/USD,4059.0,Long Term (>1 Day)
XAU/USD,4059.0,Long Term (>1 Day)
XAU/USD,4138.0,Long Term (>1 Day)
XAU/USD,4138.0,Long Term (>1 Day)
XAU/USD,4138.0,Long Term (>1 Day)
XAU/USD,4138.0,Long Term (>1 Day)
XAU/USD,4137.0,Long Term (>1 Day)
XAU/USD,4156.0,Long Term (>1 Day)
XAU/USD,4141.0,Long Term (>1 Day)
XAU/USD,4141.0,Long Term (>1 Day)
XAU/USD,408.0,Short Term (<1 Day)
XAU/USD,422.0,Short Term (<1 Day)
XAU/USD,422.0,Short Term (<1 Day)
XAU/USD,422.0,Short Term (<1 Day)
XAU/USD,276.0,Short Term (<1 Day)
XAU/USD,276.0,Short Term (<1 Day)
XAU/USD,276.0,Short Term (<1 Day)
XAU/USD,276.0,Short Term (<1 Day)
XAU/USD,276.0,Short Term (<1 Day)
XAU/USD,248.0,Short Term (<1 Day)
XAU/USD,248.0,Short Term (<1 Day)
XAU/USD,248.0,Short Term (<1 Day)
XAU/USD,233.0,Short Term (<1 Day)
XAU/USD,233.0,Short Term (<1 Day)
XAU/USD,233.0,Short Term (<1 Day)
XAU/USD,233.0,Short Term (<1 Day)
XAU/USD,233.0,Short Term (<1 Day)
XAU/USD,232.0,Short Term (<1 Day)
XAU/USD,232.0,Short Term (<1 Day)
XAU/USD,219.0,Short Term (<1 Day)
XAU/USD,332.0,Short Term (<1 Day)
XAU/USD,228.0,Short Term (<1 Day)
XAU/USD,225.0,Short Term (<1 Day)
XAU/USD,449.0,Short Term (<1 Day)
XAU/USD,449.0,Short Term (<1 Day)
XAU/USD,438.0,Short Term (<1 Day)
XAU/USD,438.0,Short Term (<1 Day)
XAU/USD,437.0,Short Term (<1 Day)
XAU/USD,701.0,Short Term (<1 Day)
XAU/USD,608.0,Short Term (<1 Day)
XAU/USD,608.0,Short Term (<1 Day)
XAU/USD,491.0,Short Term (<1 Day)
XAU/USD,491.0,Short Term (<1 Day)
XAU/USD,491.0,Short Term (<1 Day)
XAU/USD,985.0,Short Term (<1 Day)
XAU/USD,985.0,Short Term (<1 Day)
XAU/USD,985.0,Short Term (<1 Day)
XAU/USD,985.0,Short Term (<1 Day)
XAU/USD,1067.0,Short Term (<1 Day)
XAU/USD,1064.0,Short Term (<1 Day)
XAU/USD,982.0,Short Term (<1 Day)
XAU/USD,982.0,Short Term (<1 Day)
XAU/USD,982.0,Short Term (<1 Day)
XAU/USD,284.0,Short Term (<1 Day)
XAU/USD,306.0,Short Term (<1 Day)
XAU/USD,306.0,Short Term (<1 Day)
XAU/USD,306.0,Short Term (<1 Day)
XAU/USD,308.0,Short Term (<1 Day)
XAU/USD,107.0,Short Term (<1 Day)
XAU/USD,107.0,Short Term (<1 Day)
XAU/USD,107.0,Short Term (<1 Day)
XAU/USD,177.0,Short Term (<1 Day)
XAU/USD,176.0,Short Term (<1 Day)
XAU/USD,176.0,Short Term (<1 Day)
XAU/USD,176.0,Short Term (<1 Day)
XAU/USD,176.0,Short Term (<1 Day)
XAU/USD,179.0,Short Term (<1 Day)
XAU/USD,179.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,2.0,Short Term (<1 Day)
XAU/USD,2.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,51.0,Short Term (<1 Day)
XAU/USD,24.0,Short Term (<1 Day)
XAU/USD,24.0,Short Term (<1 Day)
XAU/USD,24.0,Short Term (<1 Day)
XAU/USD,21.0,Short Term (<1 Day)
XAU/USD,28.0,Short Term (<1 Day)
XAU/USD,28.0,Short Term (<1 Day)
XAU/USD,28.0,Short Term (<1 Day)
XAU/USD,49.0,Short Term (<1 Day)
XAU/USD,38.0,Short Term (<1 Day)
XAU/USD,38.0,Short Term (<1 Day)
XAU/USD,38.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,47.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,37.0,Short Term (<1 Day)
XAU/USD,38.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,35.0,Short Term (<1 Day)
XAU/USD,35.0,Short Term (<1 Day)
XAU/USD,35.0,Short Term (<1 Day)
XAU/USD,43.0,Short Term (<1 Day)
XAU/USD,34.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,93.0,Short Term (<1 Day)
XAU/USD,96.0,Short Term (<1 Day)
XAU/USD,103.0,Short Term (<1 Day)
XAU/USD,88.0,Short Term (<1 Day)
XAU/USD,112.0,Short Term (<1 Day)
XAU/USD,112.0,Short Term (<1 Day)
XAU/USD,112.0,Short Term (<1 Day)
XAU/USD,112.0,Short Term (<1 Day)
XAU/USD,125.0,Short Term (<1 Day)
XAU/USD,112.0,Short Term (<1 Day)
XAU/USD,115.0,Short Term (<1 Day)
XAU/USD,117.0,Short Term (<1 Day)
XAU/USD,118.0,Short Term (<1 Day)
XAU/USD,118.0,Short Term (<1 Day)
XAU/USD,122.0,Short Term (<1 Day)
XAU/USD,122.0,Short Term (<1 Day)
XAU/USD,123.0,Short Term (<1 Day)
XAU/USD,126.0,Short Term (<1 Day)
XAU/USD,186.0,Short Term (<1 Day)
XAU/USD,186.0,Short Term (<1 Day)
XAU/USD,186.0,Short Term (<1 Day)
XAU/USD,226.0,Short Term (<1 Day)
XAU/USD,224.0,Short Term (<1 Day)
XAU/USD,163.0,Short Term (<1 Day)
XAU/USD,163.0,Short Term (<1 Day)
XAU/USD,163.0,Short Term (<1 Day)
XAU/USD,168.0,Short Term (<1 Day)
XAU/USD,168.0,Short Term (<1 Day)
XAU/USD,169.0,Short Term (<1 Day)
XAU/USD,169.0,Short Term (<1 Day)
XAU/USD,209.0,Short Term (<1 Day)
XAU/USD,193.0,Short Term (<1 Day)
XAU/USD,193.0,Short Term (<1 Day)
XAU/USD,193.0,Short Term (<1 Day)
XAU/USD,193.0,Short Term (<1 Day)
XAU/USD,193.0,Short Term (<1 Day)
XAU/USD,193.0,Short Term (<1 Day)
XAU/USD,187.0,Short Term (<1 Day)
XAU/USD,187.0,Short Term (<1 Day)
XAU/USD,186.0,Short Term (<1 Day)
XAU/USD,332.0,Short Term (<1 Day)
XAU/USD,318.0,Short Term (<1 Day)
XAU/USD,318.0,Short Term (<1 Day)
XAU/USD,306.0,Short Term (<1 Day)
XAU/USD,301.0,Short Term (<1 Day)
XAU/USD,673.0,Short Term (<1 Day)
XAU/USD,661.0,Short Term (<1 Day)
XAU/USD,661.0,Short Term (<1 Day)
XAU/USD,661.0,Short Term (<1 Day)
XAU/USD,668.0,Short Term (<1 Day)
XAU/USD,667.0,Short Term (<1 Day)
XAU/USD,667.0,Short Term (<1 Day)
XAU/USD,667.0,Short Term (<1 Day)
XAU/USD,679.0,Short Term (<1 Day)
XAU/USD,675.0,Short Term (<1 Day)
XAU/USD,676.0,Short Term (<1 Day)
XAU/USD,635.0,Short Term (<1 Day)
XAU/USD,783.0,Short Term (<1 Day)
XAU/USD,775.0,Short Term (<1 Day)
XAU/USD,1112.0,Short Term (<1 Day)
XAU/USD,1107.0,Short Term (<1 Day)
XAU/USD,1107.0,Short Term (<1 Day)
XAU/USD,1102.0,Short Term (<1 Day)
XAU/USD,1102.0,Short Term (<1 Day)
XAU/USD,1088.0,Short Term (<1 Day)
XAU/USD,1100.0,Short Term (<1 Day)
XAU/USD,1082.0,Short Term (<1 Day)
XAU/USD,1089.0,Short Term (<1 Day)
XAU/USD,1085.0,Short Term (<1 Day)
XAU/USD,1087.0,Short Term (<1 Day)
XAU/USD,999.0,Short Term (<1 Day)
XAU/USD,999.0,Short Term (<1 Day)
XAU/USD,999.0,Short Term (<1 Day)
XAU/USD,999.0,Short Term (<1 Day)
XAU/USD,998.0,Short Term (<1 Day)
XAU/USD,998.0,Short Term (<1 Day)
XAU/USD,998.0,Short Term (<1 Day)
XAU/USD,998.0,Short Term (<1 Day)
XAU/USD,953.0,Short Term (<1 Day)
XAU/USD,953.0,Short Term (<1 Day)
XAU/USD,934.0,Short Term (<1 Day)
XAU/USD,934.0,Short Term (<1 Day)
XAU/USD,922.0,Short Term (<1 Day)
XAU/USD,922.0,Short Term (<1 Day)
XAU/USD,908.0,Short Term (<1 Day)
XAU/USD,908.0,Short Term (<1 Day)
XAU/USD,908.0,Short Term (<1 Day)
XAU/USD,908.0,Short Term (<1 Day)
XAU/USD,897.0,Short Term (<1 Day)
XAU/USD,897.0,Short Term (<1 Day)
XAU/USD,897.0,Short Term (<1 Day)
XAU/USD,897.0,Short Term (<1 Day)
XAU/USD,898.0,Short Term (<1 Day)
XAU/USD,898.0,Short Term (<1 Day)
XAU/USD,898.0,Short Term (<1 Day)
XAU/USD,898.0,Short Term (<1 Day)
XAU/USD,144.0,Short Term (<1 Day)
XAU/USD,144.0,Short Term (<1 Day)
XAU/USD,128.0,Short Term (<1 Day)
XAU/USD,128.0,Short Term (<1 Day)
XAU/USD,126.0,Short Term (<1 Day)
XAU/USD,149.0,Short Term (<1 Day)
XAU/USD,125.0,Short Term (<1 Day)
XAU/USD,129.0,Short Term (<1 Day)
XAU/USD,129.0,Short Term (<1 Day)
XAU/USD,6.0,Short Term (<1 Day)
XAU/USD,6.0,Short Term (<1 Day)
XAU/USD,57.0,Short Term (<1 Day)
XAU/USD,57.0,Short Term (<1 Day)
XAU/USD,57.0,Short Term (<1 Day)
XAU/USD,57.0,Short Term (<1 Day)
XAU/USD,110.0,Short Term (<1 Day)
XAU/USD,42.0,Short Term (<1 Day)
XAU/USD,42.0,Short Term (<1 Day)
XAU/USD,42.0,Short Term (<1 Day)
XAU/USD,115.0,Short Term (<1 Day)
XAU/USD,115.0,Short Term (<1 Day)
XAU/USD,75.0,Short Term (<1 Day)
XAU/USD,75.0,Short Term (<1 Day)
XAU/USD,75.0,Short Term (<1 Day)
XAU/USD,75.0,Short Term (<1 Day)
XAU/USD,59.0,Short Term (<1 Day)
XAU/USD,244.0,Short Term (<1 Day)
XAU/USD,244.0,Short Term (<1 Day)
XAU/USD,221.0,Short Term (<1 Day)
XAU/USD,221.0,Short Term (<1 Day)
XAU/USD,147.0,Short Term (<1 Day)
XAU/USD,147.0,Short Term (<1 Day)
XAU/USD,147.0,Short Term (<1 Day)
XAU/USD,116.0,Short Term (<1 Day)
XAU/USD,116.0,Short Term (<1 Day)
XAU/USD,120.0,Short Term (<1 Day)
XAU/USD,52.0,Short Term (<1 Day)
XAU/USD,53.0,Short Term (<1 Day)
XAU/USD,53.0,Short Term (<1 Day)
XAU/USD,53.0,Short Term (<1 Day)
XAU/USD,53.0,Short Term (<1 Day)
XAU/USD,53.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,36.0,Short Term (<1 Day)
XAU/USD,31.0,Short Term (<1 Day)
XAU/USD,31.0,Short Term (<1 Day)
XAU/USD,30.0,Short Term (<1 Day)
XAU/USD,30.0,Short Term (<1 Day)
XAU/USD,9.0,Short Term (<1 Day)
XAU/USD,7.0,Short Term (<1 Day)
XAU/USD,7.0,Short Term (<1 Day)
XAU/USD,7.0,Short Term (<1 Day)
XAU/USD,62.0,Short Term (<1 Day)
XAU/USD,375.0,Short Term (<1 Day)
XAU/USD,375.0,Short Term (<1 Day)
XAU/USD,375.0,Short Term (<1 Day)
XAU/USD,374.0,Short Term (<1 Day)
XAU/USD,377.0,Short Term (<1 Day)
XAU/USD,377.0,Short Term (<1 Day)
XAU/USD,262.0,Short Term (<1 Day)
XAU/USD,262.0,Short Term (<1 Day)
XAU/USD,262.0,Short Term (<1 Day)
XAU/USD,175.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,178.0,Short Term (<1 Day)
XAU/USD,10.0,Short Term (<1 Day)
XAU/USD,2.0,Short Term (<1 Day)
XAU/USD,2.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,10.0,Short Term (<1 Day)
XAU/USD,10.0,Short Term (<1 Day)
XAU/USD,10.0,Short Term (<1 Day)
XAU/USD,4.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,15.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,3.0,Short Term (<1 Day)
XAU/USD,7.0,Short Term (<1 Day)
XAU/USD,18.0,Short Term (<1 Day)
XAU/USD,18.0,Short Term (<1 Day)
XAU/USD,18.0,Short Term (<1 Day)
XAU/USD,9.0,Short Term (<1 Day)
XAU/USD,5.0,Short Term (<1 Day)
XAU/USD,5.0,Short Term (<1 Day)
XAU/USD,5.0,Short Term (<1 Day)
XAU/USD,6.0,Short Term (<1 Day)
XAU/USD,1.0,Short Term (<1 Day)
XAU/USD,1.0,Short Term (<1 Day)
XAU/USD,1.0,Short Term (<1 Day)
XAU/USD,624.0,Short Term (<1 Day)
XAU/USD,624.0,Short Term (<1 Day)
XAU/USD,580.0,Short Term (<1 Day)
XAU/USD,580.0,Short Term (<1 Day)
XAU/USD,580.0,Short Term (<1 Day)
XAU/USD,581.0,Short Term (<1 Day)
XAU/USD,542.0,Short Term (<1 Day)
XAU/USD,545.0,Short Term (<1 Day)
XAU/USD,375.0,Short Term (<1 Day)
XAU/USD,410.0,Short Term (<1 Day)
XAU/USD,410.0,Short Term (<1 Day)
XAU/USD,285.0,Short Term (<1 Day)
XAU/USD,299.0,Short Term (<1 Day)
XAU/USD,299.0,Short Term (<1 Day)
XAU/USD,299.0,Short Term (<1 Day)
XAU/USD,351.0,Short Term (<1 Day)
XAU/USD,329.0,Short Term (<1 Day)
XAU/USD,329.0,Short Term (<1 Day)
XAU/USD,329.0,Short Term (<1 Day)
XAU/USD,381.0,Short Term (<1 Day)
XAU/USD,241.0,Short Term (<1 Day)
XAU/USD,241.0,Short Term (<1 Day)
XAU/USD,241.0,Short Term (<1 Day)
XAU/USD,240.0,Short Term (<1 Day)
XAU/USD,240.0,Short Term (<1 Day)
XAU/USD,246.0,Short Term (<1 Day)
XAU/USD,246.0,Short Term (<1 Day)
XAU/USD,244.0,Short Term (<1 Day)
XAU/USD,311.0,Short Term (<1 Day)
XAU/USD,310.0,Short Term (<1 Day)
XAU/USD,310.0,Short Term (<1 Day)
XAU/USD,310.0,Short Term (<1 Day)
XAU/USD,511.0,Short Term (<1 Day)
XAU/USD,398.0,Short Term (<1 Day)
XAU/USD,398.0,Short Term (<1 Day)
XAU/USD,396.0,Short Term (<1 Day)
XAU/USD,396.0,Short Term (<1 Day)
XAU/USD,394.0,Short Term (<1 Day)
XAU/USD,394.0,Short Term (<1 Day)
XAU/USD,393.0,Short Term (<1 Day)
XAU/USD,388.0,Short Term (<1 Day)
XAU/USD,436.0,Short Term (<1 Day)
XAU/USD,426.0,Short Term (<1 Day)
XAU/USD,426.0,Short Term (<1 Day)
XAU/USD,414.0,Short Term (<1 Day)
XAU/USD,414.0,Short Term (<1 Day)
XAU/USD,414.0,Short Term (<1 Day)
XAU/USD,375.0,Short Term (<1 Day)
XAU/USD,375.0,Short Term (<1 Day)
XAU/USD,375.0,Short Term (<1 Day)
XAU/USD,1128.0,Short Term (<1 Day)
XAU/USD,1128.0,Short Term (<1 Day)
XAU/USD,1133.0,Short Term (<1 Day)
XAU/USD,1133.0,Short Term (<1 Day)
XAU/USD,1035.0,Short Term (<1 Day)
XAU/USD,1031.0,Short Term (<1 Day)
XAU/USD,1008.0,Short Term (<1 Day)
XAU/USD,1008.0,Short Term (<1 Day)
XAU/USD,1008.0,Short Term (<1 Day)
XAU/USD,1014.0,Short Term (<1 Day)
XAU/USD,1013.0,Short Term (<1 Day)
XAU/USD,1022.0,Short Term (<1 Day)
XAU/USD,1022.0,Short Term (<1 Day)
XAU/USD,1022.0,Short Term (<1 Day)
XAU/USD,804.0,Short Term (<1 Day)
XAU/USD,804.0,Short Term (<1 Day)
XAU/USD,804.0,Short Term (<1 Day)
XAU/USD,804.0,Short Term (<1 Day)
XAU/USD,804.0,Short Term (<1 Day)
XAU/USD,992.0,Short Term (<1 Day)
XAU/USD,992.0,Short Term (<1 Day)
XAU/USD,204.0,Short Term (<1 Day)
XAU/USD,204.0,Short Term (<1 Day)
XAU/USD,228.0,Short Term (<1 Day)
XAU/USD,228.0,Short Term (<1 Day)
XAU/USD,228.0,Short Term (<1 Day)
XAU/USD,221.0,Short Term (<1 Day)
XAU/USD,251.0,Short Term (<1 Day)
XAU/USD,251.0,Short Term (<1 Day)
XAU/USD,252.0,Short Term (<1 Day)
XAU/USD,252.0,Short Term (<1 Day)
XAU/USD,263.0,Short Term (<1 Day)
XAU/USD,263.0,Short Term (<1 Day)
XAU/USD,263.0,Short Term (<1 Day)
XAU/USD,263.0,Short Term (<1 Day)
XAU/USD,263.0,Short Term (<1 Day)
XAU/USD,79.0,Short Term (<1 Day)
XAU/USD,79.0,Short Term (<1 Day)
XAU/USD,119.0,Short Term (<1 Day)
XAU/USD,118.0,Short Term (<1 Day)
XAU/USD,118.0,Short Term (<1 Day)
XAU/USD,118.0,Short Term (<1 Day)
XAU/USD,118.0,Short Term (<1 Day)
XAU/USD,118.0,Short Term (<1 Day)
XAU/USD,115.0,Short Term (<1 Day)
XAU/USD,115.0,Short Term (<1 Day)
XAU/USD,113.0,Short Term (<1 Day)
XAU/USD,106.0,Short Term (<1 Day)
XAU/USD,106.0,Short Term (<1 Day)
XAU/USD,106.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,100.0,Short Term (<1 Day)
XAU/USD,82.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,83.0,Short Term (<1 Day)
XAU/USD,42.0,Short Term (<1 Day)
XAU/USD,42.0,Short Term (<1 Day)
XAU/USD,42.0,Short Term (<1 Day)
XAU/USD,42.0,Short Term (<1 Day)
XAU/USD,3644.0,Long Term (>1 Day)
XAU/USD,3643.0,Long Term (>1 Day)
XAU/USD,3643.0,Long Term (>1 Day)
XAU/USD,3643.0,Long Term (>1 Day)
XAU/USD,3643.0,Long Term (>1 Day)
XAU/USD,3643.0,Long Term (>1 Day)
XAU/USD,3643.0,Long Term (>1 Day)
XAU/USD,3643.0,Long Term (>1 Day)
XAU/USD,3642.0,Long Term (>1 Day)
XAU/USD,3642.0,Long Term (>1 Day)
XAU/USD,3642.0,Long Term (>1 Day)
XAU/USD,3642.0,Long Term (>1 Day)
XAU/USD,3642.0,Long Term (>1 Day)
XAU/USD,3642.0,Long Term (>1 Day)
XAU/USD,3642.0,Long Term (>1 Day)
XAU/USD,3642.0,Long Term (>1 Day)
XAU/USD,3603.0,Long Term (>1 Day)
XAU/USD,3603.0,Long Term (>1 Day)
XAU/USD,3603.0,Long Term (>1 Day)
XAU/USD,3603.0,Long Term (>1 Day)
XAU/USD,3603.0,Long Term (>1 Day)
XAU/USD,3609.0,Long Term (>1 Day)
XAU/USD,3609.0,Long Term (>1 Day)
XAU/USD,3607.0,Long Term (>1 Day)
XAU/USD,3607.0,Long Term (>1 Day)
XAU/USD,3607.0,Long Term (>1 Day)
XAU/USD,3607.0,Long Term (>1 Day)
XAU/USD,3607.0,Long Term (>1 Day)
XAU/USD,3607.0,Long Term (>1 Day)
XAU/USD,3607.0,Long Term (>1 Day)
XAU/USD,3612.0,Long Term (>1 Day)
XAU/USD,3612.0,Long Term (>1 Day)
XAU/USD,3612.0,Long Term (>1 Day)
XAU/USD,3608.0,Long Term (>1 Day)
XAU/USD,3608.0,Long Term (>1 Day)
XAU/USD,3608.0,Long Term (>1 Day)
XAU/USD,3608.0,Long Term (>1 Day)
XAU/USD,3617.0,Long Term (>1 Day)
XAU/USD,3617.0,Long Term (>1 Day)
XAU/USD,3617.0,Long Term (>1 Day)
XAU/USD,3618.0,Long Term (>1 Day)
XAU/USD,3618.0,Long Term (>1 Day)
XAU/USD,3618.0,Long Term (>1 Day)
XAU/USD,3844.0,Long Term (>1 Day)
XAU/USD,3844.0,Long Term (>1 Day)
XAU/USD,3844.0,Long Term (>1 Day)
XAU/USD,3844.0,Long Term (>1 Day)
XAU/USD,3844.0,Long Term (>1 Day)
